observ,profile1,tectonics1,profile2,tectonics2,profile3,tectonics3,profile4,tectonics4,profile5,tectonics5,profile6,tectonics6,profile7,tectonics7,profile8,tectonics8,profile9,tectonics9,profile10,tectonics10,profile11,tectonics11,profile12,tectonics12,profile13,tectonics13,profile14,tectonics14,profile15,tectonics15,profile16,tectonics16,profile17,tectonics17,profile18,tectonics18,profile19,tectonics19,profile20,tectonics20,profile21,tectonics21,profile22,tectonics22,profile23,tectonics23,profile24,tectonics24,profile25,tectonics25
165,-5000,Ph,-4300,Ma,-5800,Pc,-5450,Ma,-4900,Ma,-5550,Ma,-3150,Ma,-4500,Ma,-3950,Ma,-1400,Ma,-4050,Ma,-1750,Ph,-2450,Ph,-5950,Ph,-5250,Ph,-4050,Ph,-4850,Ph,-4100,Ph,-3150,Ph,-3000,Ph,-3150,Ph,-3950,Ph,-3700,Ph,-4550,Ph,-4300,Ph
166,-5000,Ph,-4300,Ma,-5800,Pc,-5450,Ma,-4700,Ma,-5550,Ma,-3150,Ma,-4450,Ma,-3950,Ma,-1400,Ma,-4050,Ma,-1750,Ph,-2100,Ph,-5950,Ph,-5300,Ph,-4050,Ph,-4900,Ph,-4150,Ph,-3150,Ph,-3050,Ph,-3150,Ph,-3950,Ph,-3700,Ph,-4550,Ph,-4050,Ph
167,-5000,Ph,-4350,Ma,-5800,Pc,-5050,Ma,-4700,Ma,-5500,Ma,-3700,Ma,-4450,Ma,-3750,Ma,-1450,Ma,-4050,Ma,-1800,Ph,-2100,Ph,-5950,Ph,-5350,Ph,-4050,Ph,-4900,Ph,-4150,Ph,-3150,Ph,-3050,Ph,-3200,Ph,-3300,Ph,-3700,Ph,-4600,Ph,-4050,Ph
168,-5000,Ph,-4350,Ma,-5800,Pc,-5050,Ma,-4750,Ma,-5500,Ma,-3700,Ma,-4450,Ma,-3750,Ma,-1450,Ma,-4050,Ma,-1800,Ph,-1900,Ph,-3800,Ph,-4700,Ph,-4050,Ph,-4950,Ph,-4150,Ph,-3150,Ph,-3100,Ph,-3200,Ph,-3300,Ph,-3700,Ph,-4600,Ph,-4100,Ph
169,-5000,Ph,-3800,Ma,-5800,Pc,-5050,Ma,-4750,Ma,-5500,Ma,-3750,Ma,-4400,Ma,-4100,Ma,-1500,Ma,-4050,Ma,-1850,Ph,-1900,Ph,-3800,Ph,-4750,Ph,-4100,Ph,-4950,Ph,-4150,Ph,-3200,Ph,-3100,Ph,-3250,Ph,-3300,Ph,-3700,Ph,-4600,Ph,-4100,Ph
170,-5000,Ph,-3800,Ma,-5800,Pc,-5100,Ma,-4600,Ma,-5500,Ma,-3750,Ma,-4400,Ma,-4100,Ma,-1500,Ma,-4000,Ma,-1850,Ph,-1950,Ph,-3800,Ph,-4800,Ph,-4100,Ph,-5000,Ph,-4200,Ph,-3200,Ph,-3150,Ph,-3250,Ph,-3300,Ph,-3750,Ph,-4600,Ph,-4000,Ph
171,-4650,Ph,-3850,Ma,-5800,Pc,-5100,Ma,-4600,Ma,-5500,Ma,-3800,Ma,-4400,Ma,-4050,Ma,-1550,Ma,-4000,Ma,-5400,Ph,-1950,Ph,-3800,Ph,-4850,Ph,-4100,Ph,-5000,Ph,-4200,Ph,-3200,Ph,-3150,Ph,-4850,Ph,-3350,Ph,-3750,Ph,-4600,Ph,-4000,Ph
172,-4650,Ph,-3850,Ma,-5800,Pc,-5100,Ma,-4600,Ma,-5500,Ma,-3800,Ma,-4800,Ma,-4050,Ma,-1550,Ma,-4000,Ma,-5400,Ph,-2000,Ph,-3800,Ph,-4900,Ph,-4100,Ph,-5050,Ph,-4200,Ph,-3200,Ph,-3200,Ph,-4850,Ph,-3350,Ph,-3750,Ph,-4600,Ph,-4150,Ph
173,-4650,Ph,-3900,Ma,-5800,Pc,-5150,Ma,-4600,Ma,-5500,Ma,-3850,Ma,-4800,Ma,-4150,Ma,-1600,Ma,-4000,Ma,-5400,Ph,-2000,Ph,-3800,Ph,-4950,Ph,-4150,Ph,-5050,Ph,-4200,Ph,-3250,Ph,-3200,Ph,-4700,Ph,-3350,Ph,-3750,Ph,-4600,Ph,-4150,Ph
174,-4650,Ph,-3900,Ma,-5800,Pc,-5150,Ma,-4650,Ma,-2400,Ma,-3850,Ma,-4800,Ma,-4150,Ma,-1600,Ma,-4000,Ma,-5450,Ph,-2050,Ph,-3750,Ph,-5000,Ph,-4150,Ph,-5100,Ph,-4200,Ph,-3250,Ph,-3250,Ph,-4700,Ph,-3350,Ph,-3750,Ph,-4600,Ph,-6300,Ph
175,-4650,Ph,-3950,Ma,-5600,Pc,-5150,Ma,-4650,Ma,-2400,Ma,-3900,Ma,-4750,Ma,-4200,Ma,-950,Ma,-4000,Ma,-5450,Ph,-2050,Ph,-3750,Ph,-4650,Ph,-4150,Ph,-5100,Ph,-4200,Ph,-3250,Ph,-3250,Ph,-4750,Ph,-3400,Ph,-3800,Ph,-4600,Ph,-6300,Ph
176,-4550,Ph,-3950,Ma,-5600,Pc,-5200,Ma,-4650,Ma,-2350,Ma,-3900,Ma,-4750,Ma,-4200,Ma,-950,Ma,-4200,Ma,-5450,Ph,-2100,Ph,-3750,Ph,-4550,Ph,-4150,Ph,-4450,Ph,-3650,Ph,-3250,Ph,-4550,Ph,-4750,Ph,-3400,Ph,-3800,Ph,-4600,Ph,-6350,Ph
177,-4550,Ph,-4000,Ma,-5500,Pc,-5200,Ma,-4650,Ma,-2350,Ma,-3150,Ma,-4750,Ma,-4350,Ma,-1000,Ma,-4200,Ma,-5050,Ph,-2100,Ph,-3750,Ph,-4550,Ph,-4200,Ph,-4450,Ph,-3650,Ph,-4750,Ph,-4550,Ph,-2850,Ph,-3400,Ph,-3800,Ph,-4600,Ph,-6350,Ph
178,-4550,Ph,-4000,Ma,-5500,Pc,-5200,Ma,-4500,Ma,-3800,Ma,-3150,Ma,-1850,Ma,-4350,Ma,-1000,Ma,-4250,Ma,-5100,Ph,-2150,Ph,-3750,Ph,-4600,Ph,-4200,Ph,-4500,Ph,-3650,Ph,-4750,Ph,-4700,Ph,-2850,Ph,-3400,Ph,-3800,Ph,-4600,Ph,-4600,Ph
179,-4550,Ph,-5850,Ma,-5650,Pc,-5250,Ma,-4500,Ma,-3800,Ma,-3200,Ma,-1850,Ma,-4400,Ma,-1050,Ma,-4250,Ma,-5150,Ph,-2150,Ph,-3750,Ph,-4350,Ph,-4200,Ph,-4500,Ph,-3650,Ph,-4700,Ph,-4700,Ph,-2900,Ph,-3400,Ph,-3800,Ph,-4600,Ph,-4600,Ph
180,-4550,Ph,-5850,Ma,-5650,Pc,-5250,Ma,-4500,Ma,-3800,Ma,-3200,Ma,-1800,Ma,-4400,Ma,-1050,Ma,-4300,Ma,-5200,Ph,-1700,Ph,-3750,Ph,-4350,Ph,-4200,Ph,-4550,Ph,-3650,Ph,-4700,Ph,-4600,Ph,-2900,Ph,-3450,Ph,-3800,Ph,-4600,Ph,-5500,Ph
181,-4550,Ph,-5800,Ma,-5700,Pc,-5250,Ma,-4500,Ma,-3800,Ma,-3400,Ma,-1800,Ma,-4300,Ma,-1100,Ma,-4300,Ma,-5250,Ph,-1700,Ph,-3750,Ph,-4400,Ph,-3400,Ph,-4550,Ph,-3650,Ph,-4800,Ph,-4600,Ph,-2950,Ph,-3450,Ph,-3800,Ph,-4600,Ph,-5500,Ph
182,-4600,Ph,-5800,Ma,-5700,Pc,-5300,Ma,-4550,Ma,-3750,Ma,-3400,Ma,-1750,Ma,-4300,Ma,-1100,Ma,-4350,Ma,-5250,Ph,-1750,Ph,-3650,Ph,-4400,Ph,-3400,Ph,-4600,Ph,-3700,Ph,-4800,Ph,-4650,Ph,-2950,Ph,-3450,Ph,-3850,Ph,-4350,Ph,-5550,Ph
183,-4600,Ph,-5650,Ma,-6200,Pc,-5300,Ma,-4550,Ma,-3750,Ma,-3450,Ma,-1750,Ma,-4250,Ma,-1150,Ma,-4350,Ma,-5250,Ph,-1750,Ph,-3650,Ph,-4450,Ph,-3450,Ph,-4600,Ph,-3700,Ph,-4800,Ph,-4650,Ph,-2550,Ph,-3450,Ph,-3850,Ph,-4350,Ph,-5550,Ph
184,-4600,Ph,-5650,Ma,-6200,Pc,-5300,Ma,-4550,Ma,-3750,Ma,-3450,Ma,-1700,Ma,-4250,Ma,-1150,Ma,-4150,Ma,-5300,Ph,-1800,Ph,-3650,Ph,-4450,Ph,-3450,Ph,-4650,Ph,-3700,Ph,-4800,Ph,-4750,Ph,-2550,Ph,-3450,Ph,-3850,Ph,-4350,Ph,-5600,Ph
185,-4600,Ph,-5650,Ma,-6150,Pc,-5350,Ma,-4550,Ma,-3750,Ma,-3500,Ma,-1700,Ma,-4200,Ma,-1200,Ma,-4150,Ma,-5300,Ph,-1800,Ph,-3650,Ph,-4500,Ph,-3500,Ph,-4650,Ph,-3700,Ph,-4850,Ph,-4750,Ph,-2600,Ph,-3500,Ph,-3850,Ph,-4350,Ph,-5600,Ph
186,-4600,Ph,-5650,Ma,-6150,Pc,-5350,Ma,-4400,Ma,-3650,Ma,-3500,Ma,-1650,Ma,-4200,Ma,-1200,Ma,-3700,Ma,-5300,Ph,-1850,Ph,-3650,Ph,-4500,Ph,-3500,Ph,-4700,Ph,-3700,Ph,-4850,Ph,-4800,Ph,-2600,Ph,-3500,Ph,-3850,Ph,-4400,Ph,-5950,Ph
187,-4600,Ph,-5650,Ma,-5550,Pc,-5350,Ma,-4400,Ma,-3650,Ma,-3550,Ma,-1650,Ma,-4150,Ma,-1250,Ma,-3700,Ma,-5350,Ph,-1850,Ph,-3650,Ph,-4300,Ph,-3750,Ph,-4700,Ph,-3700,Ph,-4750,Ph,-4800,Ph,-2650,Ph,-3500,Ph,-3850,Ph,-4400,Ph,-5950,Ph
188,-4350,Ph,-5650,Ma,-5550,Pc,-4700,Ma,-4400,Ma,-3700,Ma,-3550,Ma,-1600,Ma,-4150,Ma,-1250,Ma,-3700,Ma,-5350,Ph,-1500,Ph,-3700,Ph,-4300,Ph,-3750,Ph,-4750,Ph,-3750,Ph,-4750,Ph,-4950,Ph,-2650,Ph,-3500,Ph,-3850,Ph,-4400,Ph,-6000,Ph
189,-4350,Ph,-5650,Ma,-4750,Pc,-4700,Ma,-4400,Ma,-3700,Ma,-3600,Ma,-1600,Ma,-4100,Ma,-600,Ma,-3700,Ma,-5350,Ph,-1500,Ph,-3700,Ph,-4250,Ph,-5400,Ph,-4750,Ph,-3750,Ph,-4800,Ph,-4950,Ph,-2700,Ph,-3500,Ph,-3850,Ph,-4400,Ph,-6000,Ph
190,-4350,Ph,-5600,Ma,-4750,Pc,-4700,Ma,-3400,Ma,-5400,Ma,-3600,Ma,-2200,Ma,-4100,Ma,-600,Ma,-3650,Ma,-4700,Ph,-1550,Ph,-3700,Ph,-4250,Ph,-5400,Ph,-4100,Ph,-3750,Ph,-4800,Ph,-4750,Ph,-2700,Ph,-3550,Ph,-3850,Ph,-4450,Ph,-6050,Ph
191,-4350,Ph,-5600,Ma,-4800,Pc,-4750,Ma,-3400,Ma,-5400,Ma,-3650,Ma,-2200,Ma,-4050,Ma,-650,Ma,-3650,Ma,-4750,Ph,-1550,Ph,-3700,Ph,-4250,Ph,-5350,Ph,-4100,Ph,-3750,Ph,-3300,Ph,-4750,Ph,-2750,Ph,-3550,Ph,-3900,Ph,-4450,Ph,-6050,Ph
192,-4350,Ph,-5600,Ma,-4800,Pc,-4750,Ma,-4450,Ma,-5400,Ma,-3650,Ma,-2150,Ma,-4050,Ma,-650,Ma,-3600,Ma,-4800,Ph,-1600,Ph,-3700,Ph,-4250,Ph,-5350,Ph,-4150,Ph,-3750,Ph,-3300,Ph,-4800,Ph,-2750,Ph,-3550,Ph,-3900,Ph,-4450,Ph,-6100,Ph
193,-4350,Ph,-5600,Ma,-5900,Pc,-4750,Ma,-4450,Ma,-5400,Ma,-3250,Ma,-2150,Ma,-2400,Ma,-700,Ma,-3600,Ma,-4850,Ph,-1600,Ph,-3700,Ph,-4000,Ph,-5300,Ph,-4150,Ph,-3750,Ph,-3350,Ph,-4800,Ph,-2800,Ph,-3550,Ph,-3900,Ph,-4500,Ph,-6100,Ph
194,-4400,Ph,-5600,Ma,-5900,Pc,-4800,Ma,-4450,Ma,-5400,Ma,-3250,Ma,-2100,Ma,-2400,Ma,-700,Ma,-3850,Ma,-4900,Ph,-1650,Ph,-3700,Ph,-4000,Ph,-5300,Ph,-4200,Ph,-3800,Ph,-3350,Ph,-4900,Ph,-2800,Ph,-3550,Ph,-3900,Ph,-4500,Ph,-6150,Ph
195,-4400,Ph,-5550,Ma,-5900,Pc,-4800,Ma,-4450,Ma,-5450,Ma,-3300,Ma,-2100,Ma,-2350,Ma,-750,Ma,-3850,Ma,-4950,Ph,-1650,Ph,-3700,Ph,-4050,Ph,-5450,Ph,-4200,Ph,-3800,Ph,-3400,Ph,-4900,Ph,-2200,Ph,-3600,Ph,-3900,Ph,-4500,Ph,-6150,Ph
